manufacturer,model_name,screen_size_inches,screen,cpu,ram_gb,storage,os,os_version,weight_kg,price_euros,cpu2,gpu_manufacturer,cpu_manufacturer,screen_width_px,screen_high_px,cpu_speed_ghz,storage_size_gb
Lenovo,IdeaPad 100S-14IBR,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32GB Flash Storage,Windows,10,1.42,249.0,1.6,Intel,Intel,1366,768,1.6,32
Lenovo,Thinkpad Yoga,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.37,1757.42,2.7,Intel,Intel,1920,1080,2.7,256
Dell,XPS 15,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,1TB SSD,Windows,10,2.06,2399.0,2.8,Nvidia,Intel,3840,2160,2.8,1000
Lenovo,Legion Y520-15IKBN,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.5,1109.0,2.8,Nvidia,Intel,1920,1080,2.8,128
HP,17-AK091ND (A9-9420/8GB/1TB/W10),17.0,1600x900,AMD A9-Series 9420 3GHz,8,1TB HDD,Windows,10,2.6,520.9,3.0,AMD,AMD,1600,900,3.0,1000
Lenovo,ThinkPad X1,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Windows,10,1.14,2450.0,2.7,Intel,Intel,1920,1080,2.7,512
Asus,ROG GL553VE-FY022,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,No OS,Version Unknown,2.5,1169.0,2.8,Nvidia,Intel,1920,1080,2.8,1000
Acer,Extensa EX2540,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,Windows,10,2.4,450.0,2.0,Intel,Intel,1366,768,2.0,500
Lenovo,IdeaPad 100S-14IBR,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,32GB Flash Storage,Windows,10,1.43,274.0,1.6,Intel,Intel,1366,768,1.6,32
Acer,Swift 3,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.8,919.0,2.5,Intel,Intel,1920,1080,2.5,256
Razer,Blade Pro,14.0,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD,Windows,10,1.95,2599.0,2.8,Nvidia,Intel,1920,1080,2.8,256
Toshiba,Portege Z30-C-16J,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,256GB SSD,Windows,10,1.2,1213.0,2.3,Intel,Intel,1920,1080,2.3,256
Lenovo,Thinkpad X270,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.36,1584.0,2.7,Intel,Intel,1920,1080,2.7,256
Asus,ROG G701VI,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32,512GB SSD,Windows,10,3.8,2799.0,2.7,Nvidia,Intel,1920,1080,2.7,512
Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,Linux,Version Unknown,2.4,709.0,2.5,Nvidia,Intel,1920,1080,2.5,1000
Dell,XPS 13,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Windows,10,1.2,1449.9,1.6,Intel,Intel,1920,1080,1.6,256
Micro-Star International,GL62M 7REX,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.2,1191.8,2.8,Nvidia,Intel,1920,1080,2.8,128
HP,250 G6,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,No OS,Version Unknown,1.86,364.9,2.0,Intel,Intel,1366,768,2.0,500
Toshiba,Tecra A50-D-11M,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,500GB HDD,Windows,10,2.0,1064.0,2.5,Intel,Intel,1920,1080,2.5,500
Dell,Inspiron 5570,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Windows,10,2.2,919.0,1.8,AMD,Intel,1920,1080,1.8,256
Dell,Inspiron 5570,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,256GB SSD +  2TB HDD,Windows,10,2.2,1135.0,1.8,AMD,Intel,1920,1080,1.8,256
Lenovo,IdeaPad Y700-15ISK,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,128GB SSD +  1TB HDD,Windows,10,3.31,1196.0,2.6,Nvidia,Intel,1920,1080,2.6,128
Dell,Alienware 17,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32,512GB SSD +  1TB HDD,Windows,10,4.42,3147.37,2.8,Nvidia,Intel,3840,2160,2.8,512
Dell,Latitude E7470,14.0,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,256GB SSD,Windows,10,1.56,1229.0,2.4,Intel,Intel,1920,1080,2.4,256
Lenovo,Ideapad 320-15IAP,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,500GB HDD,Windows,10,2.2,419.0,1.1,Intel,Intel,1366,768,1.1,500
Lenovo,IdeaPad 320-15ISK,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,500GB HDD,Windows,10,2.2,535.0,2.3,Intel,Intel,1920,1080,2.3,500
HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,15.6,1920x1080,Intel Core i3 6006U 2GHz,6,1TB HDD,Windows,10,2.04,539.0,2.0,AMD,Intel,1920,1080,2.0,1000
Micro-Star International,GP72VR Leopard,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.7,1486.77,2.8,Nvidia,Intel,1920,1080,2.8,128
Toshiba,Satellite Pro,15.6,1366x768,Intel Core i3 6100U 2.1GHz,4,128GB SSD,Windows,10,2.1,498.0,2.1,Intel,Intel,1366,768,2.1,128
Dell,Latitude 3580,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Windows,10,2.06,955.0,2.5,Intel,Intel,1920,1080,2.5,1000
HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,Windows,10,2.1,745.0,2.7,AMD,Intel,1920,1080,2.7,1000
Toshiba,Tecra Z50-D-10E,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.0,1258.0,2.5,Intel,Intel,1920,1080,2.5,256
Acer,Aspire 3,15.6,1366x768,Intel Core i3 6006U 2GHz,4,128GB SSD,Linux,Version Unknown,2.1,412.0,2.0,Intel,Intel,1366,768,2.0,128
Microsoft,Surface Laptop,13.5,Touchscreen 2256x1504,Intel Core i7 7600U 2.8GHz,8,256GB SSD,Windows,10 S,1.252,1867.85,2.8,Intel,Intel,2256,1504,2.8,256
Lenovo,V310-15ISK (i5-7200U/8GB/1TB,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128GB SSD +  1TB HDD,Windows,10,1.9,817.95,2.5,AMD,Intel,1920,1080,2.5,128
Lenovo,Yoga 720-13IKB,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.3,1034.0,2.5,Intel,Intel,1920,1080,2.5,256
Lenovo,IdeaPad 320-15AST,15.6,1366x768,AMD E-Series E2-9000 2.2GHz,4,128GB SSD,Windows,10,2.2,349.0,2.2,AMD,AMD,1366,768,2.2,128
HP,Pavilion X360,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Windows,10,1.63,699.0,2.4,Nvidia,Intel,1920,1080,2.4,128
Micro-Star International,GP62 7RDX,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.4,1294.0,2.8,Nvidia,Intel,1920,1080,2.8,256
Asus,Zenbook 3,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.1,1135.0,2.5,Intel,Intel,1920,1080,2.5,256
HP,Chromebook X360,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,8,64GB Flash Storage,Chrome OS,Version Unknown,1.4,495.0,1.1,Intel,Intel,1366,768,1.1,64
LG,Gram 15Z975,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,512GB SSD,Windows,10,1.09,2299.0,1.8,Intel,Intel,1920,1080,1.8,512
Acer,Aspire VX5-591G,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16,256GB SSD,Windows,10,2.5,1299.0,2.5,Nvidia,Intel,1920,1080,2.5,256
Micro-Star International,GV62M 7RD,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Windows,10,2.2,997.9,2.5,Nvidia,Intel,1920,1080,2.5,256
Asus,L502NA-GO052T (N3350/4GB/128GB/W10),15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,128GB SSD,Windows,10,1.86,419.0,1.1,Intel,Intel,1366,768,1.1,128
Dell,Alienware 15,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16,128GB SSD +  1TB HDD,Windows,10,3.21,2051.0,2.5,Nvidia,Intel,1920,1080,2.5,128
HP,17-bs000nv I3,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,256GB SSD,Windows,10,2.5,699.0,2.0,AMD,Intel,1920,1080,2.0,256
Lenovo,Yoga 730,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,512GB SSD,Windows,10,1.19,1499.0,1.8,Intel,Intel,1920,1080,1.8,512
Dell,Alienware 15,15.6,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16,256GB SSD +  1TB HDD,Windows,10,3.49,2813.75,2.9,Nvidia,Intel,1920,1080,2.9,256
HP,250 G6,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,1.86,612.61,2.5,AMD,Intel,1366,768,2.5,500
Dell,Inspiron 3567,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1TB HDD,Windows,10,2.2,545.67,2.0,AMD,Intel,1366,768,2.0,1000
HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9600P 2.4GHz,6,2TB HDD,Windows,10,2.65,569.0,2.4,AMD,AMD,1920,1080,2.4,2000
Lenovo,V110-15ISK (3855U/4GB/500GB/W10),15.6,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4,500GB HDD,Windows,10,2.1,318.0,1.6,Intel,Intel,1366,768,1.6,500
Acer,Chromebook 14,14.0,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4,32GB Flash Storage,Chrome OS,Version Unknown,1.45,375.0,1.6,Intel,Intel,1366,768,1.6,32
Lenovo,IdeaPad 520s-14IKB,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Windows,10,1.7,699.0,2.5,Intel,Intel,1920,1080,2.5,256
HP,ZBook 17,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,500GB HDD,Windows,10,3.14,1907.99,2.8,Nvidia,Intel,1920,1080,2.8,500
Lenovo,ThinkPad X1,14.0,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.42,2590.0,2.7,Intel,Intel,2560,1440,2.7,256
Toshiba,Satellite Pro,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.5,973.0,2.5,Intel,Intel,1920,1080,2.5,256
Acer,TravelMate B117-M,11.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4,32GB Flash Storage,Windows,10,1.4,269.0,1.6,Intel,Intel,1366,768,1.6,32
Lenovo,Yoga 910-13IKB,14.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Windows,10,1.38,1749.0,2.7,Intel,Intel,1920,1080,2.7,512
Asus,Chromebook Flip,12.5,Full HD / Touchscreen 1920x1080,Intel Core M M3-6Y30 0.9GHz,4,64GB Flash Storage,Chrome OS,Version Unknown,1.2,669.0,0.9,Intel,Intel,1920,1080,0.9,64
Toshiba,Portege Z30T-C-133,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,16,512GB SSD,Windows,10,1.36,1877.0,2.5,Intel,Intel,1920,1080,2.5,512
HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,500GB HDD,Windows,10,2.1,689.0,2.7,AMD,Intel,1920,1080,2.7,500
Dell,Inspiron 5577,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,Windows,10,2.56,819.0,2.5,Nvidia,Intel,1920,1080,2.5,1000
Lenovo,IdeaPad 320-15AST,15.6,Full HD 1920x1080,AMD A9-Series 9420 2.9GHz,4,256GB SSD,Windows,10,2.2,399.0,2.9,AMD,AMD,1920,1080,2.9,256
Lenovo,IdeaPad 320-15ABR,15.6,1366x768,AMD A12-Series 9720P 3.6GHz,8,1TB HDD,Windows,10,2.2,429.0,3.6,AMD,AMD,1366,768,3.6,1000
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB HDD +  1TB HDD,Windows,10,2.1,621.45,2.5,Intel,Intel,1920,1080,2.5,1000
Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,No OS,Version Unknown,1.9,450.0,2.0,Intel,Intel,1366,768,2.0,500
Dell,Vostro 5568,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.18,795.0,2.5,Intel,Intel,1920,1080,2.5,256
Acer,Spin 5,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Windows,10,1.6,999.0,1.6,Intel,Intel,1920,1080,1.6,256
Lenovo,ThinkPad P51s,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,512GB SSD,Windows,7,2.18,1855.0,2.5,Nvidia,Intel,1920,1080,2.5,512
Lenovo,Thinkpad T460p,14.0,Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8,256GB SSD,Windows,10,1.8,1191.0,2.3,Intel,Intel,1920,1080,2.3,256
HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9620P 2.5GHz,6,2TB HDD,Windows,10,2.71,655.01,2.5,AMD,AMD,1920,1080,2.5,2000
Lenovo,Legion Y520-15IKBN,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.5,1249.0,2.8,Nvidia,Intel,1920,1080,2.8,128
Dell,Latitude 5480,14.0,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8,256GB SSD,Linux,Version Unknown,1.64,1089.0,2.8,Nvidia,Intel,1920,1080,2.8,256
Dell,Vostro 5568,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Linux,Version Unknown,1.98,726.0,2.5,Intel,Intel,1920,1080,2.5,1000
Asus,VivoBook E403NA,14.0,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Windows,10,1.5,298.0,1.1,Intel,Intel,1920,1080,1.1,32
Dell,Latitude 5580,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,16,512GB SSD,Windows,10,1.93,1426.66,2.6,Intel,Intel,1920,1080,2.6,512
Lenovo,Thinkpad E470,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.87,857.07,2.5,Nvidia,Intel,1920,1080,2.5,256
Dell,Latitude 5580,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Windows,10,1.9,1179.0,2.6,Intel,Intel,1920,1080,2.6,256
Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),15.6,1366x768,AMD A6-Series 7310 2GHz,4,500GB HDD,Windows,10,2.19,298.0,2.0,AMD,AMD,1366,768,2.0,500
Mediacom,Smartbook 142,14.0,IPS Panel Full HD 1920x1200,Intel Atom Z8350 1.92GHz,4,32GB HDD,Windows,10,1.4,265.0,1.92,Intel,Intel,1920,1200,1.92,32
HP,ProBook 470,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,2.63,1200.0,2.7,Nvidia,Intel,1920,1080,2.7,256
Lenovo,ThinkPad X1,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6500U 2.5GHz,8,512GB SSD,Windows,10,1.17,1686.64,2.5,Intel,Intel,2560,1440,2.5,512
HP,Pavilion X360,13.3,IPS Panel Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.58,836.6,2.5,Intel,Intel,1366,768,2.5,256
Lenovo,ThinkPad T470s,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.32,1499.0,2.5,Intel,Intel,1920,1080,2.5,256
Dell,Alienware 17,17.3,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32,1TB SSD +  1TB HDD,Windows,10,4.36,3659.4,2.8,Nvidia,Intel,3840,2160,2.8,1000
Micro-Star International,GL72M 7REX,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.7,1348.48,2.8,Nvidia,Intel,1920,1080,2.8,128
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,1TB HDD,No OS,Version Unknown,1.9,489.9,2.5,Intel,Intel,1366,768,2.5,1000
Dell,Inspiron 5570,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128GB SSD +  1TB HDD,Windows,10,2.2,719.0,1.6,AMD,Intel,1920,1080,1.6,128
Dell,Inspiron 5378,13.3,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4,1TB HDD,Windows,10,1.71,649.0,2.4,Intel,Intel,1920,1080,2.4,1000
Dell,Inspiron 5567,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Linux,Version Unknown,2.32,589.52,2.5,AMD,Intel,1366,768,2.5,1000
HP,15-BW037na (A9-9420/4GB/1TB/Radeon,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4,1TB HDD,Windows,10,2.1,489.0,3.0,AMD,AMD,1920,1080,3.0,1000
Acer,Predator 17,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Windows,10,4.2,1935.0,2.6,Nvidia,Intel,1920,1080,2.6,128
Dell,Inspiron 3567,15.6,1366x768,Intel Core i5 7200U 2.5GHz,12,1TB HDD,Windows,10,2.25,649.0,2.5,Intel,Intel,1366,768,2.5,1000
HP,15-BW091ND (A9-9420/6GB/1TB,15.6,Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6,128GB SSD +  1TB HDD,Windows,10,2.1,650.0,3.0,AMD,AMD,1920,1080,3.0,128
Acer,Extensa EX2540-58KR,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Windows,10,2.4,559.0,2.5,Intel,Intel,1366,768,2.5,500
Lenovo,ThinkPad 13,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.44,960.0,2.5,Intel,Intel,1920,1080,2.5,256
Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,1TB HDD,Windows,10,1.85,779.0,2.7,Intel,Intel,1920,1080,2.7,1000
HP,ZBook 15,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD,Windows,10,2.6,2419.0,2.8,Nvidia,Intel,1920,1080,2.8,256
Dell,Inspiron 5379,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,1TB HDD,Windows,10,1.55,659.0,1.6,Intel,Intel,1920,1080,1.6,1000
Micro-Star International,GS63VR 7RF,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,1.8,2094.48,2.8,Nvidia,Intel,1920,1080,2.8,256
Acer,Aspire ES1-572,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,Windows,10,2.4,410.8,2.0,Intel,Intel,1366,768,2.0,500
Dell,Inspiron 7560,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,128GB SSD +  1TB HDD,Windows,10,2.0,1207.0,2.7,Nvidia,Intel,1920,1080,2.7,128
Dell,Vostro 3568,15.6,1366x768,Intel Core i3 6006U 2GHz,8,256GB SSD,Windows,10,2.0,665.0,2.0,Intel,Intel,1366,768,2.0,256
Toshiba,Tecra X40-D-10G,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.25,1535.0,2.5,Intel,Intel,1920,1080,2.5,256
Lenovo,Flex 5,14.0,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.7,999.0,2.5,Intel,Intel,1920,1080,2.5,256
Lenovo,Thinkpad P51s,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8GHz,16,1TB SSD,Windows,10,2.5,3299.0,2.8,Nvidia,Intel,3840,2160,2.8,1000
Acer,Chromebook 14,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32GB Flash Storage,Chrome OS,Version Unknown,1.68,330.0,1.6,Intel,Intel,1366,768,1.6,32
Samsung,Notebook 9,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,256GB SSD,Windows,10,0.81,1649.0,2.7,Intel,Intel,1920,1080,2.7,256
HP,250 G6,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,8,256GB SSD,Windows,10,1.86,539.0,2.0,Intel,Intel,1920,1080,2.0,256
Dell,Latitude 5480,14.0,1366x768,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.6,1126.71,2.5,Intel,Intel,1366,768,2.5,256
HP,Zbook 17,17.3,IPS Panel Full HD 1920x1080,Intel Xeon E3-1535M v5 2.9GHz,16,256GB SSD,Windows,7,3.0,4389.0,2.9,Nvidia,Intel,1920,1080,2.9,256
Lenovo,N23 (N3060/4GB/128GB/W10),11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,128GB SSD,Windows,10,1.4,475.0,1.6,Intel,Intel,1366,768,1.6,128
HP,EliteBook 850,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,256GB SSD,Windows,10,1.84,1900.0,2.4,Intel,Intel,1920,1080,2.4,256
Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,15.6,1366x768,Intel Core i5 6300HQ 2.3GHz,4,1TB HDD,No OS,Version Unknown,2.45,579.0,2.3,Nvidia,Intel,1366,768,2.3,1000
Lenovo,Thinkpad T460,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,1GB SSD,Windows,10,1.7,1096.0,2.3,Intel,Intel,1920,1080,2.3,1
Asus,Pro P2540UA-XO0192R,15.6,1366x768,Intel Core i7 7500U 2.7GHz,4,256GB SSD,Windows,10,2.37,849.9,2.7,Intel,Intel,1366,768,2.7,256
Lenovo,Yoga 900-13ISK,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6260U 1.8GHz,8,256GB SSD,Windows,10,1.3,1199.0,1.8,Intel,Intel,3200,1800,1.8,256
HP,15-cb003na (i5-7300HQ/8GB/1TB,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Windows,10,2.2,1099.0,2.5,Nvidia,Intel,1920,1080,2.5,128
HP,ZBook 15,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256GB SSD,Windows,7,2.59,1561.0,2.6,Nvidia,Intel,1920,1080,2.6,256
Dell,Alienware 17,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,4.42,2868.99,2.8,Nvidia,Intel,3840,2160,2.8,256
Acer,Aspire 3,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Windows,10,2.1,599.0,2.5,Intel,Intel,1366,768,2.5,256
Lenovo,Legion Y520-15IKBN,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.5,1048.0,2.8,Nvidia,Intel,1920,1080,2.8,128
Dell,Latitude 7280,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,16,256GB SSD,Windows,10,1.18,1859.0,2.8,Intel,Intel,1920,1080,2.8,256
Google,Pixelbook (Core,12.3,Touchscreen 2400x1600,Intel Core i5 7Y57 1.2GHz,8,256GB SSD,Chrome OS,Version Unknown,1.1,1559.0,1.2,Intel,Intel,2400,1600,1.2,256
Asus,Zenbook UX330UA-AH5Q,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.2,1129.0,2.5,Intel,Intel,3200,1800,2.5,256
Dell,Latitude 3380,13.3,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,Windows,10,1.65,849.0,2.0,Intel,Intel,1366,768,2.0,500
Acer,TravelMate P238-M,13.3,1366x768,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Windows,10,1.6,655.0,2.3,Intel,Intel,1366,768,2.3,128
Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,17.3,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Windows,10,2.8,470.34,1.1,Nvidia,Intel,1366,768,1.1,1000
Dell,Inspiron 7559,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Windows,10,2.72,1099.0,2.6,Nvidia,Intel,3840,2160,2.6,128
Samsung,Notebook 9,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.31,1599.0,2.7,Intel,Intel,1920,1080,2.7,256
Acer,Aspire A315-31,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Linux,Version Unknown,2.1,298.0,1.1,Intel,Intel,1366,768,1.1,1000
Dell,Inspiron 5567,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,256GB SSD,Windows,10,2.3,1181.27,2.7,AMD,Intel,1920,1080,2.7,256
