manufacturer,model_name,screen_size_inches,screen,cpu,ram_gb,storage,os,os_version,weight_kg,price_euros,gpu_manufacturer,cpu_manufacturer,screen_width_px,screen_high_px,cpu_speed_ghz
Lenovo,Legion Y520-15IKBN,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.5,1179.0,Nvidia,Intel,1920,1080,2.8
Lenovo,IdeaPad 320-15IKB,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1TB HDD,No OS,Version Unknown,2.2,659.01,Nvidia,Intel,1920,1080,2.7
Acer,Chromebook C910-C2ST,15.6,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,2,16GB SSD,Chrome OS,Version Unknown,2.19,199.0,Intel,Intel,1366,768,1.5
Asus,FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Windows,10,3.0,1187.0,Nvidia,Intel,1920,1080,2.8
HP,17-BS037cl (i3-6006U/8GB/1TB/W10),17.3,1600x900,Intel Core i3 6006U 2GHz,8,1TB HDD,Windows,10,2.54,489.0,Intel,Intel,1600,900,2.0
Dell,XPS 15,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Windows,10,2.0,1829.0,Nvidia,Intel,1920,1080,2.8
Lenovo,V330-15IKB (i5-8250U/8GB/256GB/FHD/W10),15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Windows,10,2.05,739.0,Intel,Intel,1920,1080,1.6
Lenovo,Legion Y720-15IKB,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Windows,10,3.2,1299.0,Nvidia,Intel,1920,1080,2.8
Acer,Aspire A715-71G,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Linux,Version Unknown,2.5,979.0,Nvidia,Intel,1920,1080,2.8
Dell,Precision 7720,17.3,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,16,256GB SSD,Windows,10,3.42,2884.86,Nvidia,Intel,1920,1080,2.9
Lenovo,IdeaPad 310-15ABR,15.6,Full HD 1920x1080,AMD A10-Series 9600P 2.4GHz,6,1TB HDD,Windows,10,2.4,499.0,AMD,AMD,1920,1080,2.4
Asus,ZenBook UX530UQ-PRO,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Windows,10,1.63,1468.0,Nvidia,Intel,1920,1080,2.7
Asus,VivoBook S14,14.0,1366x768,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Windows,10,1.3,509.0,Intel,Intel,1366,768,2.4
Asus,Rog GL702VS-GC095T,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.9,2122.0,Nvidia,Intel,1920,1080,2.8
Lenovo,IdeaPad 320-17IKB,17.3,1600x900,Intel Core i5 7200U 2.5GHz,6,1TB HDD,Windows,10,2.8,649.0,Nvidia,Intel,1600,900,2.5
Lenovo,IdeaPad 320-15IKBN,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,2TB HDD,No OS,Version Unknown,2.2,549.0,Nvidia,Intel,1366,768,2.5
Asus,GL553VE-FY082T (i7-7700HQ/8GB/1TB,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.5,1265.0,Nvidia,Intel,1920,1080,2.8
Lenovo,IdeaPad 320-15IAP,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,No OS,Version Unknown,2.2,359.99,Intel,Intel,1366,768,1.1
HP,EliteBook x360,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8GHz,16,256GB SSD,Windows,10,1.28,1975.0,Intel,Intel,1920,1080,2.8
Toshiba,Satellite Pro,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,2.2,1043.0,Nvidia,Intel,1920,1080,2.5
Lenovo,IdeaPad 320-15IKB,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128GB SSD +  1TB HDD,Windows,10,2.3,819.0,Nvidia,Intel,1920,1080,2.5
HP,250 G6,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1TB HDD,Windows,10,1.86,469.0,Intel,Intel,1920,1080,2.0
Lenovo,IdeaPad 720S-13IKB,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.1,999.0,Intel,Intel,1920,1080,2.5
Dell,XPS 13,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16,1TB SSD,Windows,10,1.21,2499.0,Intel,Intel,3840,2160,1.8
Micro-Star International,GE63VR 7RF,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.8,2099.0,Nvidia,Intel,1920,1080,2.8
Acer,ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10),15.6,Full HD 1920x1080,AMD A8-Series 7410 2.2GHz,8,256GB SSD,Windows,10,2.23,469.0,AMD,AMD,1920,1080,2.2
Asus,VivoBook Flip,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,2,32GB Flash Storage,Windows,10,1.1,275.0,Intel,Intel,1366,768,1.1
Dell,Inspiron 5570,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128GB SSD +  1TB HDD,Windows,10,2.33,844.0,AMD,Intel,1920,1080,1.6
HP,Spectre x360,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16,1TB SSD,Windows,10,1.29,2449.0,Intel,Intel,3840,2160,1.8
Lenovo,ThinkPad 13,13.3,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4,16GB Flash Storage,Chrome OS,Version Unknown,1.45,459.9,Intel,Intel,1366,768,1.6
HP,ProBook 640,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.95,980.0,Intel,Intel,1920,1080,2.5
Acer,TravelMate B,11.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4,128GB Flash Storage,Windows,10,1.4,485.0,Intel,Intel,1366,768,1.6
HP,Elitebook 840,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.48,1292.0,Intel,Intel,1920,1080,2.7
Lenovo,IdeaPad 320-17IKB,17.3,1600x900,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Windows,10,2.79,589.0,Nvidia,Intel,1600,900,2.5
Asus,ZenBook UX410UA-GV183T,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,2.0,1094.0,Intel,Intel,1920,1080,2.7
HP,ProBook 450,15.6,IPS Panel Full HD 1366x768,Intel Core i7 8550U 1.8GHz,8,1TB HDD,Windows,10,2.1,902.0,Intel,Intel,1366,768,1.8
Acer,Aspire 5,15.6,1366x768,AMD A12-Series 9720P 2.7GHz,8,256GB SSD,Windows,10,2.2,659.0,AMD,AMD,1366,768,2.7
Lenovo,IdeaPad 120S-14IAP,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Windows,10,1.44,292.0,Intel,Intel,1366,768,1.1
Acer,Aspire E5-575,15.6,1366x768,Intel Core i5 7200U 2.5GHz,6,1TB HDD,Windows,10,2.23,549.0,Intel,Intel,1366,768,2.5
Asus,VivoBook S15,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.7,1049.9,Nvidia,Intel,1920,1080,2.7
HP,Elitebook 820,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.26,1335.0,Intel,Intel,1920,1080,2.7
Dell,XPS 15,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,32,1TB SSD,Windows,10,2.06,2639.0,Nvidia,Intel,3840,2160,2.8
Micro-Star International,GL72M 7REX,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD +  1TB HDD,Windows,10,2.7,1199.0,Nvidia,Intel,1920,1080,2.8
Toshiba,Satellite Pro,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.0,943.0,Intel,Intel,1920,1080,2.5
Asus,UX510UX-CN269T (i7-7500U/8GB/256GB,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD +  1TB HDD,Windows,10,2.0,1334.0,Intel,Intel,1920,1080,2.7
Lenovo,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1TB HDD,Windows,10,1.85,449.0,Intel,Intel,1920,1080,2.0
Asus,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Windows,10,2.5,999.0,Nvidia,Intel,1920,1080,2.8
HP,EliteBook 840,14.0,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Windows,10,1.48,1268.0,Intel,Intel,1920,1080,2.6
Dell,Inspiron 7570,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128GB SSD +  1TB HDD,Windows,10,1.9,1049.0,Nvidia,Intel,1920,1080,1.6
HP,Elitebook 850,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.84,1144.0,Intel,Intel,1920,1080,2.5
Asus,X541NA (N3350/4GB/1TB/Linux),15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1TB HDD,Linux,Version Unknown,2.0,274.99,Intel,Intel,1366,768,1.1
Dell,Inspiron 7570,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Windows,10,2.0,1142.75,Nvidia,Intel,1920,1080,1.6
Dell,Inspiron 3552,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,500GB HDD,Linux,Version Unknown,2.2,274.9,Intel,Intel,1366,768,1.6
Lenovo,IdeaPad 320-15ABR,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,12,2TB HDD,Windows,10,2.2,899.0,AMD,AMD,1920,1080,3.6
HP,ProBook 450,15.6,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8,1TB HDD,Windows,10,2.1,716.0,Nvidia,Intel,1920,1080,2.4
Lenovo,Yoga 920-13IKB,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16,512GB SSD,Windows,10,1.4,2099.0,Intel,Intel,3840,2160,1.8
Dell,XPS 13,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Windows,10,1.2,1579.0,Intel,Intel,1920,1080,1.8
Lenovo,Legion Y520-15IKBN,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  2TB HDD,Windows,10,2.4,1129.0,Nvidia,Intel,1920,1080,2.8
HP,Stream 14-AX001nv,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32GB Flash Storage,Windows,10,1.44,279.0,Intel,Intel,1366,768,1.6
Dell,Latitude 5590,15.6,Full HD 1920x1080,Intel Core i7 8650U 1.9GHz,16,512GB SSD +  256GB SSD,Windows,10,1.88,1607.96,Intel,Intel,1920,1080,1.9
Asus,VivoBook Flip,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Windows,10,1.5,375.0,Intel,Intel,1366,768,1.1
Dell,Inspiron 5570,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,1TB HDD,Windows,10,1.9,663.0,AMD,Intel,1920,1080,1.6
Dell,XPS 15,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Windows,10,2.06,2027.42,Nvidia,Intel,3840,2160,2.8
HP,Elitebook 850,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.84,1304.0,Intel,Intel,1920,1080,2.7
Micro-Star International,GP72MVR 7RFX,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.7,1409.0,Nvidia,Intel,1920,1080,2.8
HP,Zbook 15,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Windows,10,2.6,1738.27,Nvidia,Intel,1920,1080,2.8
Toshiba,Tecra A50-C-21G,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,512GB SSD,Windows,10,2.4,1403.0,Nvidia,Intel,1920,1080,2.5
Dell,Inspiron 5570,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,128GB SSD +  2TB HDD,Windows,10,2.02,970.9,AMD,Intel,1920,1080,1.8
Lenovo,IdeaPad 320-15IAP,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1TB HDD,No OS,Version Unknown,2.2,321.99,Intel,Intel,1366,768,1.1
Dell,Inspiron 7577,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,Windows,10,2.65,999.0,Nvidia,Intel,1920,1080,2.5
Dell,Inspiron 3567,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8,2TB HDD,Windows,10,2.36,557.37,Intel,Intel,1366,768,2.5
Dell,Latitude 7480,14.0,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Windows,10,1.36,1427.0,Intel,Intel,1920,1080,2.6
HP,250 G6,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,Windows,10,1.86,439.0,Intel,Intel,1366,768,2.0
Asus,Zenbook UX410UA-GV027T,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,2.0,945.0,Intel,Intel,1920,1080,2.5
Lenovo,IdeaPad 320-17IKB,17.3,1600x900,Intel Core i5 7200U 2.5GHz,6,128GB SSD +  1TB HDD,Windows,10,2.8,719.0,Nvidia,Intel,1600,900,2.5
HP,250 G6,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Windows,10,1.86,639.0,Intel,Intel,1920,1080,2.5
Lenovo,IdeaPad 320-15ISK,15.6,1366x768,Intel Core i3 6006U 2GHz,8,256GB SSD,No OS,Version Unknown,2.2,499.0,Nvidia,Intel,1366,768,2.0
HP,15-AY023na (N3710/8GB/2TB/W10),15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,8,2TB HDD,Windows,10,2.04,389.0,Intel,Intel,1366,768,1.6
Dell,Inspiron 5770,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128GB SSD +  1TB HDD,Windows,10,2.8,1085.0,AMD,Intel,1920,1080,1.6
Lenovo,Legion Y520-15IKBN,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,No OS,Version Unknown,2.4,809.0,Nvidia,Intel,1920,1080,2.5
Dell,Inspiron 5567,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,2.33,899.0,AMD,Intel,1920,1080,2.7
HP,Elitebook 1040,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Windows,10,1.36,1750.0,Intel,Intel,1920,1080,2.7
Asus,ZenBook Flip,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,512GB SSD +  2TB HDD,Windows,10,2.26,1099.0,Nvidia,Intel,1920,1080,2.7
Acer,Aspire 3,15.6,1366x768,AMD A9-Series 9420 3GHz,4,128GB SSD,Windows,10,2.1,426.0,AMD,AMD,1366,768,3.0
Asus,Rog Strix,17.3,IPS Panel Full HD 1920x1080,AMD Ryzen 1700 3GHz,16,256GB SSD +  1TB HDD,Windows,10,3.25,2199.0,AMD,AMD,1920,1080,3.0
Lenovo,IdeaPad 110-17ACL,17.3,1600x900,AMD A8-Series 7410 2.2GHz,4,128GB SSD,Windows,10,2.6,489.0,AMD,AMD,1600,900,2.2
Dell,Inspiron 5379,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Windows,10,1.62,869.01,Intel,Intel,1920,1080,1.8
HP,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4,256GB SSD,Windows,10,1.91,488.99,AMD,AMD,1920,1080,3.0
Lenovo,Yoga 11e,11.6,IPS Panel 1366x768,Intel Celeron Quad Core N3450 1.1GHz,4,128GB SSD,Windows,10,1.59,553.0,Intel,Intel,1366,768,1.1
Dell,Inspiron 3552,15.6,1366x768,Intel Celeron Dual Core N3060 1.60GHz,4,500GB HDD,Windows,10,1.8,309.0,Intel,Intel,1366,768,1.6
Asus,VivoBook E403NA,14.0,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Windows,10,1.5,286.0,Intel,Intel,1366,768,1.1
Acer,Aspire 7,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Linux,Version Unknown,2.4,846.0,Nvidia,Intel,1920,1080,2.8
HP,Omen 17-w212nv,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,3.35,1191.0,Nvidia,Intel,1920,1080,2.8
Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,128GB SSD,No OS,Version Unknown,1.85,403.5,Intel,Intel,1920,1080,2.0
Asus,ROG Strix,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.3,1655.0,Nvidia,Intel,1920,1080,2.8
Lenovo,IdeaPad 720S-14IKB,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.5,1099.0,Nvidia,Intel,1920,1080,2.5
Asus,Zenbook Flip,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Windows,10,1.1,1748.9,Intel,Intel,1920,1080,2.7
Lenovo,Thinkpad X1,14.0,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Windows,10,1.13,2282.0,Intel,Intel,2560,1440,2.7
Lenovo,Ideapad 510S-13IKB,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Windows,10,1.5,549.0,Intel,Intel,1920,1080,2.4
Dell,Precision 3510,15.6,Full HD 1920x1080,Intel Core i5 6440HQ 2.6GHz,8,500GB HDD,Windows,10,2.23,1369.0,AMD,Intel,1920,1080,2.6
Dell,Precision 5520,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,8,256GB SSD,Windows,10,2.0,2135.0,Nvidia,Intel,1920,1080,2.7
Lenovo,ThinkPad X1,14.0,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Windows,10,1.42,2509.0,Intel,Intel,2560,1440,2.7
Asus,Rog GL753VD-GC042T,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Windows,10,3.0,1039.0,Nvidia,Intel,1920,1080,2.8
Asus,Rog GL753VE-GC070T,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,3.0,1591.0,Nvidia,Intel,1920,1080,2.8
Acer,Aspire 5,15.6,IPS Panel 1366x768,Intel Core i5 8250U 1.6GHz,12,1TB HDD,Windows,10,2.2,693.99,Nvidia,Intel,1366,768,1.6
Micro-Star International,Leopard GP72M,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Windows,10,2.7,1349.0,Nvidia,Intel,1920,1080,2.8
Dell,Inspiron 5567,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Linux,Version Unknown,2.33,778.87,AMD,Intel,1920,1080,2.7
HP,15-BW004nv (A9-9420/4GB/256GB/Radeon,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4,256GB SSD,Windows,10,1.91,499.0,AMD,AMD,1920,1080,3.0
Lenovo,ThinkPad E580,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Windows,10,2.1,1229.56,AMD,Intel,1920,1080,1.8
Lenovo,ThinkPad L470,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.9,938.0,Intel,Intel,1920,1080,2.5
Dell,Precision M5520,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Windows,10,1.78,2712.0,Nvidia,Intel,3840,2160,2.8
Lenovo,Thinkpad X1,14.0,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,16,1TB SSD,Windows,10,1.13,2625.0,Intel,Intel,2560,1440,2.7
Lenovo,IdeaPad 320-15IAP,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,1TB HDD,Windows,10,2.2,306.0,Intel,Intel,1366,768,1.1
Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.9,1529.0,Nvidia,Intel,1920,1080,2.8
Lenovo,ThinkPad E580,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD +  1TB HDD,Windows,10,2.1,1144.5,AMD,Intel,1920,1080,1.6
Acer,Aspire 7,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,256GB SSD,Linux,Version Unknown,2.5,879.0,Nvidia,Intel,1920,1080,2.8
Micro-Star International,GE73VR 7RF,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Windows,10,2.8,2249.0,Nvidia,Intel,1920,1080,2.8
Asus,Zenbook 3,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,512GB SSD,Windows,10,1.1,1873.0,Intel,Intel,1920,1080,2.7
Toshiba,Portege Z30-C-16P,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,512GB SSD,Windows,10,1.2,1747.0,Intel,Intel,1920,1080,2.5
Dell,Latitude 7480,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,512GB SSD,Windows,10,1.36,1680.0,Intel,Intel,1920,1080,2.8
Lenovo,IdeaPad 320-15ISK,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,500GB HDD,Windows,10,2.2,409.0,Intel,Intel,1920,1080,2.0
Lenovo,Lenovo IdeaPad,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2,32GB Flash Storage,Windows,10,1.15,304.45,Intel,Intel,1366,768,1.1
Lenovo,ThinkPad P51,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,512GB SSD,Windows,10,2.67,1925.0,Nvidia,Intel,1920,1080,2.8
Lenovo,Thinkpad T470p,14.0,IPS Panel Full HD 2560x1440,Intel Core i7 7700HQ 2.8GHz,8,512GB SSD,Windows,10,1.7,1943.0,Nvidia,Intel,2560,1440,2.8
HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,1TB HDD,Windows,10,2.1,469.0,AMD,Intel,1920,1080,2.0
Acer,Aspire R7,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.6,789.01,Intel,Intel,1920,1080,2.5
Asus,ZenBook Flip,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Windows,10,1.27,928.0,Intel,Intel,1920,1080,2.5
Dell,Inspiron 3567,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Linux,Version Unknown,2.3,598.9,AMD,Intel,1920,1080,2.5
Dell,Latitude 3380,13.3,1366x768,Intel Core i3 6006U 2GHz,4,128GB SSD,Windows,10,1.65,689.0,Intel,Intel,1366,768,2.0
HP,EliteBook 1040,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256GB SSD,Windows,10,1.43,1500.0,Intel,Intel,1920,1080,2.5
Dell,Inspiron 3567,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Windows,10,2.14,539.95,Intel,Intel,1366,768,2.5
Lenovo,ThinkPad E480,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD,Windows,10,1.75,1215.38,AMD,Intel,1920,1080,1.8
Lenovo,Yoga 720-15IKB,15.6,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Windows,10,2.0,1899.0,Nvidia,Intel,3840,2160,2.8
Chuwi,LapBook 12.3,12.3,IPS Panel Retina Display 2736x1824,Intel Celeron Quad Core N3450 1.1GHz,6,64GB Flash Storage,Windows,10,1.4,449.0,Intel,Intel,2736,1824,1.1
HP,ProBook 650,15.6,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,8,256GB SSD,Windows,10,2.31,1427.0,Intel,Intel,1920,1080,2.9
Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8,1TB HDD,Linux,Version Unknown,2.3,597.0,Nvidia,Intel,1920,1080,2.4
Dell,Alienware 17,17.3,IPS Panel 2560x1440,Intel Core i7 7820HK 2.9GHz,16,256GB SSD +  1TB HDD,Windows,10,4.42,2799.0,Nvidia,Intel,2560,1440,2.9
Dell,Inspiron 7577,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Windows,10,2.62,1159.0,Nvidia,Intel,1920,1080,2.8
Dell,Inspiron 5570,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256GB SSD +  2TB HDD,Windows,10,2.02,1142.4,AMD,Intel,1920,1080,1.8
Dell,Latitude 5480,14.0,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8,256GB SSD,Linux,Version Unknown,1.6,1099.0,Intel,Intel,1920,1080,2.8
HP,Omen 17-w207nv,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12,256GB SSD +  1TB HDD,Windows,10,3.35,1999.0,Nvidia,Intel,1920,1080,2.8
Mediacom,FlexBook Edge,11.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,32GB SSD,Windows,10,1.16,299.0,Intel,Intel,1920,1080,1.1
Samsung,Chromebook 3,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,16GB Flash Storage,Chrome OS,Version Unknown,1.15,269.0,Intel,Intel,1366,768,1.6
