organization_id,name,website,country,description,founded,industry,number_of_employees
a0F2dE6c4fedEee,Mann PLC,https://www.chase.biz/,Palau,Secured local knowledge user,1995,Food Production,5799
a7D5585Efe783de,Wagner-Lawrence,http://cline.biz/,Denmark,Seamless executive flexibility,1976,Law Practice / Law Firms,5799
F7Adb3A0E3553df,Graham Ltd,http://stewart-tyler.org/,Greece,Synchronized bifurcated capability,1979,Logistics / Procurement,5786
C38CF79De2E6b6A,"Gillespie, Hatfield and Mccarty",http://www.acosta-osborne.com/,Indonesia,Object-based zero administration time-frame,1982,Education Management,5784
BD4fe0a98Ee79C2,Mahoney-Lowe,http://www.barajas.com/,Wallis and Futuna,Balanced systematic info-mediaries,2006,Logistics / Procurement,5763
B5dC0fB9bacce7b,Hickman Inc,https://bean-gallegos.net/,Saint Lucia,Extended 4thgeneration parallelism,2008,Architecture / Planning,5760
9ABE0c8aee135d6,"Osborn, Ford and Macdonald",http://www.mcdonald-watts.biz/,Syrian Arab Republic,Optional coherent focus group,1990,Investment Banking / Venture,5731
812BeDce6135b6b,Lozano-Brooks,http://parsons-donovan.com/,Moldova,Down-sized multi-state capacity,2016,Gambling / Casinos,5730
BD5d1C11032C2C0,"Pacheco, Wheeler and Watts",http://www.hoffman-floyd.com/,Solomon Islands,Reduced multi-state interface,1971,Wireless,5726
0Aa03DE0F49f09d,Calhoun and Sons,http://www.young.com/,Jordan,Proactive mobile artificial intelligence,1999,Government Administration,5723
A3CAcE5f8788eB6,"Webb, Curtis and Massey",https://hull-landry.net/,Micronesia,Decentralized even-keeled solution,1999,Recreational Facilities / Services,5722
BDf0A8f19a6EdFC,Brady and Sons,http://maddox-castaneda.com/,Mauritius,Secured user-facing secured line,2016,Shipbuilding,5711
2E92e71EB9E6Fb7,"Hodges, Good and Kirby",http://www.velasquez.biz/,Haiti,Operative optimizing data-warehouse,2012,Computer Hardware,5703
d53bb1Ce57423fC,Walls-Guerra,https://www.harper.com/,Ukraine,Configurable high-level definition,1999,Textiles,5701
0502B16c90e7072,Shepherd PLC,http://bailey.org/,Jamaica,Sharable zero-defect methodology,1972,Newspapers / Journalism,5687
aFEAF6bEef0db13,Frederick-Singh,https://levy-david.com/,Chile,De-engineered system-worthy help-desk,1971,Fine Art,5687
d7e36A468eeE59f,Ross and Sons,https://jones.com/,Peru,Sharable bandwidth-monitored orchestration,1992,Medical Equipment,5685
D9b675D794bBA4e,Young LLC,http://mcintyre-blankenship.org/,Iran,Cross-platform fault-tolerant collaboration,1970,Political Organization,5683
e7e1d499c94d9dD,Russo-Cameron,https://vazquez.org/,Indonesia,Proactive analyzing knowledgebase,2012,Apparel / Fashion,5680
bdd84B1b8edF08E,Franco-Valdez,https://www.hughes.biz/,Spain,Cross-group static product,2014,Entertainment / Movie Production,5674
EcC3BaF0677BF90,Holmes-Wise,https://www.savage.org/,Holy See (Vatican City State),Intuitive dynamic help-desk,2001,Mental Health Care,5662
bC6aDFff45c6bDD,Mclaughlin LLC,http://coleman.com/,Estonia,Open-architected mobile orchestration,1975,Ranching,5650
e00A9bD20C3D36d,"Mckenzie, Mcclain and Benson",http://sheppard.org/,New Zealand,Universal multimedia utilization,1973,Think Tanks,5644
A8fBcDe7DcD5EF4,"Burnett, Estes and Bush",http://www.barrett.com/,Yemen,Front-line tangible open system,2012,Paper / Forest Products,5608
b9c3c546ef12386,"Rollins, Hoffman and Bender",https://www.mccullough-herring.com/,Niger,Configurable national flexibility,1992,Library,5599
040bdDAFC73CB32,"Tanner, Lambert and Strickland",https://www.cantu.com/,Botswana,Versatile context-sensitive conglomeration,1985,Recreational Facilities / Services,5597
19d7dE485e79Df6,"Hinton, Lucero and Hancock",http://www.black-rojas.com/,Cameroon,Fully-configurable discrete definition,2003,Medical Equipment,5594
d91eC733ad5eEdA,Zamora-Bryan,http://www.reid.com/,Seychelles,Face-to-face tertiary installation,1997,Food / Beverages,5592
3AbB3f3Bb9c1c3C,Wallace-Hines,http://www.molina.com/,Hungary,Object-based multi-state data-warehouse,2015,Utilities,5573
075c31B4C14022E,"Estes, Gilbert and Blevins",https://mack-gay.info/,Vanuatu,Stand-alone logistical focus group,1994,Apparel / Fashion,5565
86d2e984d41aA0b,Carney-Heath,https://cross.com/,Macao,Optional value-added initiative,2019,Publishing Industry,5563
CF994a5e514f247,Townsend-Welch,https://www.hurst.com/,Solomon Islands,Cross-platform grid-enabled process improvement,2018,Religious Institutions,5547
14Db63A4Ea4212F,Hayes-Larsen,http://www.olson-mayo.com/,Ecuador,Advanced transitional workforce,2005,Food / Beverages,5540
6b345D487EDF9DF,"Blanchard, Forbes and Mendez",https://www.ramsey-barber.biz/,Brunei Darussalam,Robust scalable conglomeration,1994,Import / Export,5533
3FCbAacC60B08cC,Kelley-Cantu,https://rubio.com/,Zimbabwe,Programmable tangible groupware,2018,Library,5526
ef56BDcE48dE5fF,Neal-Nicholson,http://keith.info/,Central African Republic,Implemented homogeneous concept,2006,Wine / Spirits,5523
a1dCf8bB0CFACA1,Beard-Hoffman,https://www.dean-callahan.com/,Turkmenistan,Centralized non-volatile monitoring,2004,Computer Games,5485
1c01bcc0EFc5279,Moon-Stein,https://diaz.com/,United States Virgin Islands,Proactive stable Internet solution,2007,Individual / Family Services,5477
f86DeCB73E533ee,"Hoover, Johns and French",https://www.ferrell.com/,Myanmar,Function-based heuristic help-desk,2015,Biotechnology / Greentech,5436
D8Bf7AEBbBaEEf0,Tanner-Hanna,http://drake-baldwin.com/,Indonesia,Monitored local collaboration,2020,Alternative Dispute Resolution,5429
81e5ed37752AecF,Simon-Cabrera,http://www.benitez.biz/,Papua New Guinea,Ergonomic multi-state data-warehouse,2008,Design,5425
d0B5D62f4ba941f,Rowe-Horton,http://www.oneal.com/,Argentina,Cross-platform stable flexibility,2007,Renewables / Environment,5422
38dF1aeDEF8e004,Holden-Wolf,https://flynn-hartman.org/,American Samoa,Mandatory 24hour monitoring,1996,Utilities,5416
5f9CcEF7f1B7Fe9,Harmon-Arellano,http://www.simmons.net/,Slovenia,Function-based client-driven data-warehouse,1993,Sports,5411
5CB0bBca289679c,Bright-Summers,http://www.yoder-coffey.com/,Benin,Front-line mission-critical interface,2004,Writing / Editing,5406
ED8dE6F5F3a97DB,Livingston Ltd,https://www.holt.biz/,Korea,Face-to-face full-range contingency,1994,Hospitality,5395
BFFBbFAa3E7ccaB,Webster-Mclean,https://www.sparks-rosario.com/,Saint Vincent and the Grenadines,Face-to-face bifurcated leverage,1991,Music,5392
E7EF4829bE63DcB,"Byrd, Wallace and Bryan",http://moore.com/,Zimbabwe,Networked high-level forecast,1975,Package / Freight Delivery,5371
54B4E33FacAf78E,Montes Inc,http://www.braun.biz/,Russian Federation,Automated heuristic Graphic Interface,2014,Railroad Manufacture,5365
bef92c0ca13E5b8,Pratt LLC,https://www.holland.info/,South Georgia and the South Sandwich Islands,Synchronized 4thgeneration moderator,1986,Medical Equipment,5359
D241fc3BFDEbfeA,"Mcconnell, Hardin and Heath",https://www.murillo-barton.com/,Netherlands,Profound multi-state migration,1994,Printing,5359
9abEb8aaFd25E04,Houston and Sons,http://mcgee.com/,Kenya,Stand-alone multi-state neural-net,1981,Civic / Social Organization,5355
A7b73fD2D7A38d0,Adkins Inc,https://www.nunez.info/,Israel,Visionary cohesive focus group,1989,Architecture / Planning,5338
c9bf907FA593d45,"Owen, Hansen and Lynch",http://www.decker-erickson.info/,Venezuela,Versatile modular capability,1984,Entertainment / Movie Production,5331
61Fa3f026289F8d,"Espinoza, Beasley and Jefferson",https://www.garrison-shields.com/,Togo,Team-oriented discrete customer loyalty,2013,Computer / Network Security,5315
ae4A6D29dbbAcff,"Thomas, Hudson and Reyes",http://www.beard-sandoval.org/,Montenegro,Reactive reciprocal archive,1984,Museums / Institutions,5311
c85a9a15aaD5EF6,Nielsen-Cooper,https://rojas-braun.com/,Tunisia,Polarized composite circuit,1975,Law Practice / Law Firms,5303
fff54EBcb7F443b,"Phillips, Gomez and Rocha",https://www.romero-alexander.com/,Bangladesh,Advanced global open architecture,1981,Telecommunications,5299
dba9FaA3ACCB9fd,Dean LLC,https://www.gardner.com/,Mauritania,Profit-focused multi-state groupware,2019,Library,5297
0bCeBFCD12bcb7e,Gordon-Marshall,https://www.hendrix.com/,China,Object-based multi-tasking hierarchy,2019,Accounting,5282
99EB2cd1DD8BA61,Caldwell Ltd,https://hudson-blair.org/,Tonga,Distributed 24/7 functionalities,1978,Entertainment / Movie Production,5260
3FC5f6509B65987,"Mercer, Arroyo and Camacho",https://salinas-oconnell.com/,Kyrgyz Republic,Innovative well-modulated productivity,2018,Higher Education / Acadamia,5253
2FFF9aC231a6768,Duffy and Sons,https://simmons.com/,Burkina Faso,Front-line analyzing protocol,2011,Insurance,5250
4DaEEda7Cbc40A1,"Serrano, Moses and Ho",https://serrano.info/,Kenya,Team-oriented well-modulated open system,1974,Nanotechnology,5247
59cFbb4DA336DCb,Briggs PLC,https://randall.info/,Swaziland,Centralized static toolset,1991,Wine / Spirits,5245
1d7F71d9CcfB7Ee,Herrera Ltd,https://rowe.com/,United States Minor Outlying Islands,Stand-alone contextually-based application,1981,Consumer Electronics,5244
440a5508578fcdc,Walls-Golden,http://www.bryan-guerra.net/,Saint Pierre and Miquelon,Multi-lateral optimal solution,2009,Architecture / Planning,5237
CDa7Ec784D5A8Bd,"Meza, Ramirez and Braun",https://hardy.biz/,Timor-Leste,Customer-focused multi-tasking ability,2012,Public Relations / PR,5205
c357e7EceE0Ec17,"Jordan, Duffy and Guzman",http://www.richmond.com/,Italy,Persevering needs-based knowledgebase,1974,Hospital / Health Care,5201
CFA53DFF1C6CFef,Cowan-Sanford,http://www.weeks.com/,Switzerland,Business-focused bi-directional budgetary management,2016,Shipbuilding,5200
EBdCEAf8b6B2fb5,Schaefer Ltd,http://www.underwood.com/,British Indian Ocean Territory (Chagos Archipelago),Managed national product,1983,Leisure / Travel,5199
fDCCeeFfaC73497,Larson Ltd,https://chandler.info/,Gabon,Function-based tertiary superstructure,2014,Wireless,5197
4226A8Ee50ed237,"Contreras, Bryant and Eaton",https://www.wheeler.com/,Saint Helena,Optional asynchronous monitoring,1992,Logistics / Procurement,5196
00B6a6Fdc035Ff3,Fletcher PLC,https://www.shepard.com/,Grenada,Configurable transitional benchmark,1993,Logistics / Procurement,5184
0b8D9a20E42358C,Alvarez LLC,http://www.yates-buck.com/,Seychelles,Digitized static orchestration,1973,Research Industry,5176
Ba404ddD2AD309a,Mendoza Ltd,https://www.rice-gutierrez.org/,Bahamas,Automated upward-trending migration,2002,Textiles,5158
ad2eb3C8C24DB87,Gill-Lamb,http://lin.com/,Cote d'Ivoire,Programmable intermediate conglomeration,2005,Apparel / Fashion,5105
55cc2D7816506BD,Holland Ltd,http://silva.com/,British Virgin Islands,Configurable client-driven project,1995,Plastics,5096
f9a2FB187bCDc9f,Beck-Vaughan,http://www.henderson.biz/,Cook Islands,Operative cohesive complexity,2020,Publishing Industry,5082
d74C1a7b5F21EdF,Costa PLC,https://smith.com/,Somalia,Self-enabling 6thgeneration database,1982,Arts / Crafts,5077
eA1f8061FB23fd4,"Pena, Davies and Perry",https://everett.com/,Uruguay,Upgradable optimizing approach,2018,Mechanical or Industrial Engineering,5067
f0a58aa2dB37dda,"Gutierrez, Vasquez and Austin",https://www.hurley-huynh.com/,Ecuador,Synergistic actuating secured line,2009,Furniture,5052
B73B0DeeDeeCCa0,"Flynn, Taylor and Herman",http://www.summers-collins.net/,Guyana,Secured transitional strategy,1981,Luxury Goods / Jewelry,5050
DfFd5cb3C19FA22,Finley-Sloan,https://www.marsh.org/,Bangladesh,Self-enabling bi-directional parallelism,2013,Graphic Design / Web Design,5042
f38fA25e81C049A,Young Inc,https://www.padilla.com/,Ukraine,Sharable human-resource contingency,2007,Maritime,5033
f3B2e86f669AbA9,Hogan-Rodgers,https://garner-moreno.net/,Marshall Islands,Programmable stable interface,1970,Glass / Ceramics / Concrete,5029
Fc7Bdf3Cd8C1Dd6,"Rios, Huerta and Levy",http://www.curtis.net/,United Kingdom,Configurable optimizing interface,2010,Glass / Ceramics / Concrete,5011
F801BAC42f9ac1F,Rowland Group,http://www.sutton-reynolds.com/,Antigua and Barbuda,Assimilated stable capacity,2000,Computer Games,4998
4aE70BE74F2674D,"Hardy, Ellis and Hopkins",http://www.sampson-johnson.org/,Moldova,Multi-tiered web-enabled initiative,2009,Library,4990
cebd8989bcd3aF8,"Hart, Williamson and Klein",http://burch-montgomery.org/,Suriname,Open-source well-modulated process improvement,1970,Management Consulting,4989
a0d87f09Fb9d6D4,Lawson Ltd,http://www.tanner-bolton.com/,Mauritius,Public-key national concept,1985,Machinery,4988
1Be6a4d6E6E3c83,"Huber, Ferrell and Eaton",http://andersen.com/,New Caledonia,Stand-alone multi-state moderator,2004,Events Services,4978
eD20C7efAAfe1F8,Garrett PLC,https://www.melendez-stuart.com/,Uruguay,Grass-roots multi-tasking leverage,1994,Medical Practice,4965
fbc90ABEc328e6F,"Sims, Arroyo and Brennan",http://www.blackburn-camacho.net/,Lithuania,Horizontal human-resource synergy,1998,Textiles,4963
Ee6AF2E2fc5dc3b,"Frost, Zimmerman and Vargas",https://www.harding-carter.biz/,Macedonia,Programmable empowering info-mediaries,1978,Events Services,4953
A6A0DffaC6DcEca,"Arellano, Moran and Conway",http://www.cisneros.org/,Papua New Guinea,Configurable intermediate customer loyalty,1976,Food / Beverages,4941
B639Fadb1D47efF,Aguirre Ltd,http://www.wise.com/,Nigeria,Upgradable logistical hierarchy,2020,Public Safety,4941
Da2FE1267CcbbaE,Paul Ltd,http://www.archer.com/,Holy See (Vatican City State),Optional homogeneous throughput,1993,Media Production,4929
CDfba7A14A6ECea,Mckay and Sons,http://chen-baldwin.com/,Venezuela,Devolved disintermediate superstructure,1987,Government Administration,4906
ad7efF8656d0CEb,Mcdaniel Inc,http://www.gill-clayton.com/,Sao Tome and Principe,Re-engineered 6thgeneration solution,1989,Primary / Secondary Education,4900
06Df66C7ec45CF9,Malone-Odom,https://roy.com/,Nepal,Persevering tertiary intranet,1997,Alternative Medicine,4897
F1d537929fa45ad,Mcconnell-Schroeder,https://kirby-weber.info/,Ecuador,Integrated 24hour forecast,2009,Primary / Secondary Education,4884
DAD2bd3ae5cE86D,Vasquez-Ochoa,https://www.rose.com/,Cuba,User-centric asymmetric framework,1983,Packaging / Containers,4878
64D0598e6f89c12,"Santiago, Colon and Castaneda",http://hobbs-hull.com/,Iraq,Function-based systematic structure,1972,Other Industry,4864
Df3B3Ed4193D90f,Golden-Riddle,https://hancock-finley.com/,Lebanon,Grass-roots local methodology,1982,Investment Banking / Venture,4864
5D0c0f0adBFA445,"Aguirre, Hicks and Garrison",http://www.figueroa.biz/,Nepal,Fully-configurable zero-defect frame,1990,Library,4851
b4ABaf98dA4ff0F,Mckay Inc,https://www.fleming.net/,Tajikistan,Visionary executive hierarchy,1974,Non - Profit / Volunteering,4823
A5c4BeADeDD7Bb4,"Bradford, Joyce and Pennington",https://swanson.com/,Niger,Intuitive multimedia superstructure,2010,Law Practice / Law Firms,4823
c752f7a2f5cc75d,Sexton-Meza,http://ryan-hurley.com/,Tonga,Self-enabling foreground parallelism,2021,Automotive,4820
a0DCF3Bcf1addEA,Gordon and Sons,http://www.taylor.biz/,Bulgaria,Organized executive middleware,1970,Cosmetics,4815
0Aab0BAaD1D0622,Lopez-Taylor,http://farrell.org/,Bahrain,Mandatory uniform data-warehouse,1973,Import / Export,4813
A76cD8Bc06ccF18,"Mullins, Bird and Kirk",http://keller.com/,United Kingdom,Sharable uniform help-desk,1993,Oil / Energy / Solar / Greentech,4804
7D2AD65fddd66C5,Drake PLC,http://www.kane.com/,Mali,Cross-group human-resource framework,2009,Warehousing,4793
89D4ED3f2bd8cdc,Mercado Ltd,https://www.novak-mccarthy.com/,Lebanon,Realigned responsive definition,1971,Consumer Electronics,4759
E4A91c4dae32af6,Skinner Inc,https://preston.com/,Germany,Programmable logistical superstructure,1982,Mining / Metals,4738
E0D3F8BaE7a2fF1,Hill-Ramirez,https://www.adams.com/,Niue,Compatible intangible productivity,2013,Veterinary,4736
bF0EbcA305EfBe4,Houston-Ayala,https://burns.com/,Anguilla,Ameliorated high-level adapter,2020,Legislative Office,4704
47EBb7EAFe0b9B8,Clayton-Kelly,https://www.cole-williamson.net/,Kyrgyz Republic,Focused multi-tasking info-mediaries,2013,Writing / Editing,4691
c477DFE441Aa317,Hendricks PLC,https://lyons.info/,Grenada,Devolved uniform analyzer,1981,Defense / Space,4680
60a7985F64aCbAf,Dickerson-Taylor,http://www.steele.com/,Cape Verde,Upgradable multi-state middleware,1981,Venture Capital / VC,4679
ADfb509e13A3e5e,David and Sons,http://www.barnes.biz/,Serbia,Realigned motivating Local Area Network,2018,Events Services,4660
eB6f8cCC4C416e6,Johns-Pham,https://www.weeks-cruz.com/,Tunisia,Up-sized zero administration open architecture,2009,Oil / Energy / Solar / Greentech,4644
E898490F4B5CCBB,Fields-Townsend,https://fields-hensley.com/,Ethiopia,Sharable responsive encoding,1994,Food Production,4635
4cD5fA2EDeADB49,Meza-Schneider,https://www.decker.net/,Monaco,De-engineered non-volatile framework,2015,Religious Institutions,4631
EAe5E1a9FD8CD1d,Parrish-Avila,https://blake-pollard.com/,Rwanda,Universal radical structure,1996,Railroad Manufacture,4626
cC88150B8ECad8c,"Villa, Levy and Mays",https://www.lyons.biz/,Barbados,Networked demand-driven success,1976,Packaging / Containers,4619
edf22a5Aa2b21b7,Wilkins and Sons,http://petersen.com/,Tokelau,Managed zero administration orchestration,1996,Accounting,4615
ebdaFeFb1Fde197,Livingston LLC,https://gibbs-jennings.info/,Gibraltar,Universal system-worthy instruction set,1973,Machinery,4606
ff0a16aceAAd6de,"Wall, Chandler and Chapman",https://www.melendez.net/,Dominican Republic,Reactive contextually-based pricing structure,1986,Maritime,4604
43c4fEC9374ccDB,Mayer-Walter,http://www.ramos.com/,Suriname,Assimilated heuristic monitoring,1997,Civic / Social Organization,4595
3CCE7ee2c078d51,Malone and Sons,http://jensen-mccormick.com/,Fiji,Self-enabling 24hour benchmark,2013,Program Development,4587
DE8B77E4C7D5f6B,Patrick-Frank,http://hawkins.com/,Zambia,Customer-focused local hierarchy,2010,Events Services,4585
8bBC7a4bA6388F6,"Peters, Booker and Ramirez",http://www.mcdowell.com/,Korea,Cross-group executive database,1976,Newspapers / Journalism,4559
c158808CA005a75,"Mullins, Cook and Webb",https://www.henson-farmer.com/,Lebanon,Synergized object-oriented circuit,1998,Entertainment / Movie Production,4556
0052ABdaff57DaC,Donovan-Christian,https://www.hatfield.biz/,Denmark,Adaptive optimizing function,1972,Broadcast Media,4544
e4C640af4AA845a,Reed Group,http://herrera-carroll.info/,Angola,Adaptive reciprocal matrix,1976,International Affairs,4531
0a55B0f24D3Eeb1,Weeks-Joseph,http://www.hartman.org/,United Kingdom,Persevering hybrid paradigm,1970,Mining / Metals,4528
A428fB0F7d1ADa4,"Shah, Robbins and Nielsen",http://www.faulkner-zamora.com/,Grenada,Multi-tiered real-time synergy,2011,Airlines / Aviation,4522
badd0d0BceD2Ee2,Bush PLC,http://macdonald.org/,Taiwan,Versatile fault-tolerant open system,2016,Arts / Crafts,4505
2A129bbAA34269b,"Hoover, Mack and Larsen",https://www.franklin.biz/,Mauritius,Polarized fault-tolerant projection,1995,Civic / Social Organization,4502
a47abB5cC5b47a8,"Lowery, Campbell and Cardenas",http://www.cain-hancock.net/,Sri Lanka,Streamlined coherent time-frame,1999,Library,4494
E0dA4a69658eaCa,Wall-Mcconnell,http://www.carr.com/,Central African Republic,Configurable real-time protocol,2006,Building Materials,4491
bda0bDC8fCfE2ef,"Finley, Gibson and Stanton",http://www.randall-cameron.info/,Solomon Islands,Fundamental non-volatile customer loyalty,2015,Music,4490
71D0fABEF420aC6,Williams-Pennington,https://www.short-strong.com/,Greenland,Profit-focused fault-tolerant database,1972,Packaging / Containers,4484
5b615bB933cd1c8,Santos-Howard,http://stewart.biz/,Montenegro,Versatile full-range contingency,2003,Machinery,4475
B4fF489AcfE154D,Rosales Inc,http://ware-castillo.com/,Lebanon,Enterprise-wide object-oriented capacity,1986,Staffing / Recruiting,4470
3ddb89ecD83B533,"Maddox, Owen and Shepherd",https://www.hamilton.com/,Guinea,Reactive bottom-line pricing structure,2019,Animation,4467
Ac3Ce792fadCd5f,Wang-Holloway,https://www.hendrix.net/,Germany,Business-focused mobile hardware,1992,Computer Games,4447
aeec625Ffe6BbCC,Espinoza PLC,http://strickland.com/,Colombia,Horizontal hybrid groupware,1999,Construction,4441
DF8e88CfabC1f3d,Acosta-Lam,http://www.pugh.biz/,Finland,Front-line maximized task-force,1991,Oil / Energy / Solar / Greentech,4437
A36BAb58C5edCe3,Roth Inc,http://www.hammond.net/,New Zealand,Optional next generation application,1997,Telecommunications,4427
cdc1aF831afDf88,"Ellis, Gutierrez and Bush",http://www.cantrell.com/,Papua New Guinea,Managed human-resource core,2013,Real Estate / Mortgage,4414
8B43A3446Ad871c,"Scott, Simpson and Burch",https://www.zhang.com/,Dominica,Cross-group systematic contingency,1979,Furniture,4408
Da71cDD001e06d6,Orr-Joseph,http://www.dodson-gallagher.net/,Congo,Implemented composite implementation,2001,Textiles,4375
e80c7A5efCd4FAd,Romero Ltd,http://fuller-schmidt.com/,Montserrat,Synergized exuding neural-net,2021,Glass / Ceramics / Concrete,4366
caa9F2DcfE626cE,Daniels and Sons,https://www.harrison.com/,Saint Vincent and the Grenadines,Cross-platform dedicated Local Area Network,2014,Defense / Space,4354
93b4928C0CF88A7,Owens PLC,https://www.wall-carey.com/,Sudan,User-centric asymmetric system engine,2008,Legal Services,4343
Ab2DB5c6c1A2A36,Ochoa-Vaughn,http://www.gardner.com/,Kyrgyz Republic,Ergonomic homogeneous database,2007,Ranching,4342
A66737cE0cCb2c6,Huerta PLC,https://www.byrd.org/,Gambia,Operative fault-tolerant alliance,1970,Dairy,4337
3d97Cd90189d7EE,Lowe-Harper,https://hess.net/,Western Sahara,Decentralized maximized support,1975,Aviation / Aerospace,4331
43BA3b8ac463B8b,Brooks Inc,https://www.greene-beasley.com/,Spain,Open-architected 24/7 process improvement,1976,Medical Equipment,4320
405eE5eC62afBAC,Archer Ltd,https://www.patton.com/,Faroe Islands,Polarized static protocol,1988,Electrical / Electronic Manufacturing,4319
c61dd4BB78351A7,Parrish Group,https://stanley.org/,Heard Island and McDonald Islands,Synchronized scalable moratorium,1988,Defense / Space,4308
1AEB08bDDcE7AB3,"Preston, Evans and Woodward",http://www.wise.biz/,Venezuela,Visionary transitional hierarchy,1984,Museums / Institutions,4291
27fbC78271f3Aa2,Chambers-Kemp,http://cooley-murphy.com/,Algeria,Visionary attitude-oriented analyzer,2021,Accounting,4288
d855ba47c73D08e,"Davies, Sloan and Ashley",https://www.george.org/,Malaysia,Progressive eco-centric migration,1989,Airlines / Aviation,4281
F98B8cdDCB4FfEd,"Parker, Cherry and Jimenez",https://hanson.info/,Sierra Leone,Face-to-face object-oriented website,2016,Oil / Energy / Solar / Greentech,4261
e222dEFcAC1CAfA,Mitchell-Ponce,http://giles-lozano.com/,Trinidad and Tobago,Seamless static knowledge user,2005,Media Production,4260
ef8A4aF90cADcd0,Harvey Inc,https://www.mitchell.com/,Singapore,User-friendly exuding encoding,1998,Maritime,4256
bdf1B9F31A0daCB,Alvarado Inc,http://www.bowen-callahan.org/,Bhutan,Enhanced client-server leverage,2020,Hospitality,4256
DFa6B1Cf6FFbddC,Mccall-Flowers,http://www.mathis-rowland.net/,France,Seamless foreground encoding,2013,Sports,4243
c1FBDC26744C6A6,"Randolph, Trujillo and Frost",http://blanchard.biz/,Finland,Future-proofed encompassing challenge,1987,Online Publishing,4238
cBbb2861C47E17d,Mendoza PLC,http://rodgers.com/,Kiribati,Cross-platform tertiary open system,1986,Telecommunications,4233
1A1402CAa5A1f1c,Estrada-Leon,https://www.myers-bradley.com/,Cocos (Keeling) Islands,De-engineered executive initiative,1984,Events Services,4218
52bc0070051fBF9,Potter-Solis,http://riley.biz/,Kenya,Horizontal asymmetric interface,1993,Entertainment / Movie Production,4209
9Fe8c132becBbc3,Sweeney-Melendez,http://cardenas-mendoza.com/,United Kingdom,Networked national installation,1984,Newspapers / Journalism,4206
0DE4671F41341d6,Avila-Garza,https://harmon.com/,Austria,Devolved holistic matrices,1987,Computer Networking,4204
6e55eBc25779EC5,"Trevino, Lawson and Avila",http://www.solomon.com/,Philippines,Right-sized executive data-warehouse,1992,Package / Freight Delivery,4201
aEBEaf895EA8cbC,"Fitzgerald, Dunn and Edwards",https://www.bradshaw-alexander.com/,Malta,Switchable modular interface,2019,Military Industry,4200
dE66a10fAf4e5B1,Tanner-Webster,https://www.wu.com/,Chad,Programmable full-range emulation,2006,Pharmaceuticals,4176
B6C7D83Ac8b2f48,Cooley-Larson,https://washington.com/,Sri Lanka,Advanced fresh-thinking encryption,1988,Furniture,4171
30A079b41f85cf7,Horn-Blake,https://www.logan.org/,Hungary,Persistent eco-centric project,2017,Dairy,4156
EfeC11cA6A7F3A0,Castro-Hill,http://www.ewing.com/,Korea,Switchable transitional workforce,1992,Alternative Medicine,4155
9dbC7aDCc0aa5cd,Roberson-Bailey,http://www.pennington-graves.net/,Maldives,Customer-focused analyzing neural-net,2006,Political Organization,4131
F41FddfA46ad4b8,Tate Ltd,http://www.herrera.com/,Guatemala,Advanced analyzing middleware,1993,Staffing / Recruiting,4118
82abE4754dd57Dc,"Ellis, Ewing and Steele",http://dawson.net/,Taiwan,Universal multimedia knowledge user,1994,Mental Health Care,4111
a8fd24e2Bb7d0fD,Kirk-Moody,https://oneal-avery.com/,Cameroon,Operative solution-oriented process improvement,1971,Government Administration,4110
f7fd306cDfC11F9,Hopkins-Shelton,https://www.colon-sexton.com/,Mayotte,Open-source analyzing success,2009,Investment Banking / Venture,4109
2606F29EE3f97F5,"Good, Mcconnell and Ballard",https://riddle-carr.com/,Bahamas,Grass-roots systematic matrix,1991,Information Technology / IT,4089
e2d1CfAf492cDD9,"Mcpherson, Gross and Mendez",http://www.sweeney.com/,Morocco,Intuitive mobile application,2002,Maritime,4087
c3B6DFAaa57f88C,"Diaz, Mercer and Yoder",http://www.thornton-rosales.net/,Dominican Republic,Multi-lateral foreground task-force,2013,Medical Practice,4077
a9AACe4Ae9Da4E5,Herrera Ltd,https://faulkner.net/,Colombia,Cloned cohesive budgetary management,1987,Military Industry,4066
AfCb81d408C1cE5,Berry and Sons,https://patel.com/,Svalbard & Jan Mayen Islands,Digitized holistic archive,1975,Government Administration,4045
eB43Ce5CB105Fcc,Maddox-Novak,http://mcclure.com/,Costa Rica,Future-proofed asynchronous ability,2009,Warehousing,4031
A4b5BDC21c0C9d1,Hampton-Sheppard,http://www.mcdowell.net/,Montserrat,Advanced national Graphic Interface,2017,Leisure / Travel,4005
83f947d8Ee5773B,Powers-Mack,https://www.berg.com/,Falkland Islands (Malvinas),Future-proofed grid-enabled application,1983,Sporting Goods,3985
ddCe3797F22d3Ae,Trevino Group,https://guerra-thompson.net/,Benin,Cross-group scalable orchestration,2012,Renewables / Environment,3985
EFcABc4Af8bae15,"Haney, Kirk and Cox",http://huynh.info/,Marshall Islands,Right-sized mobile definition,1985,Library,3975
0FbFeDa9D5E0B69,Page-Mcmahon,https://www.brandt.net/,Burkina Faso,Cloned 6thgeneration structure,1995,Warehousing,3958
7DAf5fE7C3B57e4,Wheeler and Sons,https://foley.com/,South Africa,Advanced neutral budgetary management,2011,Health / Fitness,3958
96Ea3D3D5BcDfAB,"Koch, Stephenson and Wilcox",http://strong-cabrera.net/,Portugal,Synergistic demand-driven leverage,2016,Biotechnology / Greentech,3930
